Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,11/10/2021,,Debit,-30,,33991222,Online banking Withdrawal Transfer to LXX00 - Internet Access 11/10/2021 14:02 XX9031:,Transfers,Transfer,25.21,,Online banking Withdrawal Transfer to L0100 - Internet Access 11/10/2021 14:02 859031:
,11/10/2021,,Debit,-15.08,,33991221,Walmart,Shopping,Debit Card,55.21,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,11/10/2021,,Credit,65,,33991277,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,70.29,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,10/24/2021,,Debit,-69.3,,33991276,PIZZA 9 ESPANOLA 5812 ESPANOLA NM,Restaurants & Dining,Debit Card,5.29,,Debit Card purchase PIZZA 9 ESPANOLA 5812 ESPANOLA NM
,10/23/2021,,Credit,68.95,,33991275,Transfer from Venmo,Transfers,,74.59,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,10/22/2021,,Debit,-8.05,,33991220,McDonald's,Restaurants & Dining,Debit Card,5.64,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,10/19/2021,,Debit,-10.67,,33991219,YouTube Music,Entertainment,Debit Card,13.69,,Debit Card purchase GOOGLE *YOUTUBE MUSIC 5817 G.CO/HELPPAY# CA
,10/18/2021,,Debit,-14.03,,33991218,Sonic Drive-In,Restaurants & Dining,Debit Card,24.36,,Debit Card purchase SONIC DRIVE IN #1962 5814 ESPANOLA NM
,10/17/2021,,Debit,-7.99,,33991274,Mojang,Entertainment,Debit Card,38.39,,Debit Card purchase MOJANG 5816 STOCKHOLM SE
,10/17/2021,,Debit,-7.99,,33991273,Mojang,Entertainment,Debit Card,46.38,,Debit Card purchase MOJANG 5816 STOCKHOLM SE
,10/17/2021,,Debit,-2,,33991272,USA*CSC TEP CO 5999 ESPANOLA NM,Travel & Commute,Debit Card,54.37,,Debit Card purchase USA*CSC TEP CO 5999 ESPANOLA NM
,10/17/2021,,Debit,-2,,33991271,USA*CSC TEP CO 5999 ESPANOLA NM,Travel & Commute,Debit Card,56.37,,Debit Card purchase USA*CSC TEP CO 5999 ESPANOLA NM
,10/13/2021,,Debit,-10.77,,33991217,McDonald's,Restaurants & Dining,Debit Card,58.37,,Debit Card purchase MCDONALD'S F36782 5814 ESPANOLA NM
,10/13/2021,,Debit,-6.53,,33991216,Amazon Digital Services,Entertainment,Debit Card,69.14,,Debit Card purchase AMAZON DIGIT*279EG4PV2 5818 AMZN.COM/BILL WA
,10/12/2021,,Credit,20,,33991270,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,75.67,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,10/10/2021,,Debit,-140,,33991215,Online banking Withdrawal Transfer to LXX00 - Internet Access 10/10/2021 10:13 XX1412:,Transfers,Transfer,55.67,,Online banking Withdrawal Transfer to L0100 - Internet Access 10/10/2021 10:13 711412:
,10/10/2021,,Debit,-114.35,,33991269,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,195.67,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,10/10/2021,,Debit,-42.07,,33991268,Speedway,Gasoline/Fuel,Debit Card,310.02,,POS Card purchase SPEEDWAY 5542 1225 PASEO DE ONATE ESPANOLA NM
,10/10/2021,,Credit,230,,33991267,Anytime Fitness Deposit,Deposits,,352.09,,ATM Deposit CU ANYTIME 6011 1216 PASO DE ONATE ESPANOLA NM
,10/10/2021,,Debit,-5.01,,33991266,Blake's Lotaburger,Restaurants & Dining,Debit Card,122.09,,Debit Card purchase BLAKE S LOTABURGER - 020 5814 ESPANOLA NM
,10/9/2021,,Credit,3,,33991214,Online banking Deposit Transfer from SXX00 - Internet Access 10/09/2021 06:28 XX7927:,Deposits,Transfer,127.1,,Online banking Deposit Transfer from S0000 - Internet Access 10/09/2021 06:28 707927:
,10/8/2021,,Credit,108.35,,33991265,Transfer from Venmo,Transfers,,124.1,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,10/4/2021,,Debit,-32.05,,33991264,Steam,Entertainment,Debit Card,15.75,,Debit Card purchase STEAM PURCHASE 5816 425-9522985 WA
,10/2/2021,,Debit,-0.2,,33991263,Withdrawal XENOWARE XX3879 NY,Clothing,,47.8,,Bill payment Withdrawal XENOWARE 7311 844-6593879 NY
,10/2/2021,,Debit,-8.7,,33991262,Disney Plus,Entertainment,Debit Card,48,,Debit Card purchase DISNEY PLUS 4899 BURBANK CA
,9/29/2021,,Debit,-60,,33991213,Online banking Withdrawal Transfer to LXX00 - Internet Access 09/29/2021 15:53 XX7860:,Transfers,Transfer,56.7,,Online banking Withdrawal Transfer to L0100 - Internet Access 09/29/2021 15:53 657860:
,9/29/2021,,Credit,113,,33991261,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,116.7,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,9/23/2021,,Debit,-10.88,,33991260,Spotify,Entertainment,,3.7,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,9/22/2021,,Debit,-14.15,,33991212,Amazon,Shopping,,14.58,,Bill payment Withdrawal AMAZON PRIME*2C5O09F71 5968 AMZN.COM/BILL WA
,9/21/2021,,Debit,-37.76,,33991259,Amazon,Shopping,Debit Card,28.73,,POS Card purchase AMAZON.COM*2G7PC0HC2 4816 SEATTLE WA
,9/19/2021,,Debit,-10.67,,33991258,YouTube Music,Online Services,Debit Card,66.49,,Debit Card purchase GOOGLE*YOUTUBE MUSIC 4899 SUPPORT.GOOGL CA
,9/17/2021,,Debit,-13.85,,33991257,El Parasol,Restaurants & Dining,Debit Card,77.16,,Debit Card purchase EL PARASOL 5812 ESPANOLA NM
,9/15/2021,,Debit,-25.76,,33991256,Amazon,Shopping,,91.01,,Bill payment Withdrawal AMAZON.COM*2G5KZ5LV2 4816 SEATTLE WA
,9/15/2021,,Debit,-6.53,,33991255,Amazon Marketplace,Shopping,Debit Card,116.77,,Debit Card purchase AMZN MKTP US*2G4DQ34Y2 5942 AMZN.COM/BILL WA
,9/15/2021,,Credit,30,,33991254,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,123.3,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,9/15/2021,,Debit,-10.07,,33991253,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,93.3,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,9/14/2021,,Debit,-15.16,,33991211,Walmart,Shopping,Debit Card,103.37,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,9/13/2021,,Debit,-6.53,,33991210,Amazon Digital Services,Entertainment,Debit Card,118.53,,Debit Card purchase AMAZON DIGIT*253PB8UT2 5818 AMZN.COM/BILL WA
,9/7/2021,,Debit,-5.17,,33991209,Starbucks,Restaurants & Dining,Debit Card,125.06,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,9/6/2021,,Debit,-17,,33991208,Walmart,Shopping,Debit Card,130.23,,POS Card purchase WAL-MART SUPER CENTER 5411 2656 WAL-SAMS ESPANOLA NM
,9/6/2021,,Credit,32.03,,33991252,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,147.23,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,9/6/2021,,Debit,-17.3,,33991251,Amazon,Shopping,,115.2,,Bill payment Withdrawal AMAZON.COM*254W01WY0 4816 SEATTLE WA
,9/5/2021,,Debit,-100,,33991207,Online banking Withdrawal Transfer to LXX00 - Internet Access 09/05/2021 05:00 XX4260:,Transfers,Transfer,132.5,,Online banking Withdrawal Transfer to L0100 - Internet Access 09/05/2021 05:00 544260:
,9/3/2021,,Debit,-7.9,,33991206,Starbucks,Restaurants & Dining,Debit Card,232.5,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,9/3/2021,,Credit,25,,33991250,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,240.4,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,8/30/2021,,Debit,-930,,33991205,Online banking Withdrawal Transfer to LXX00 - Internet Access 08/30/2021 11:40 XX4422:,Transfers,Transfer,215.4,,Online banking Withdrawal Transfer to L0100 - Internet Access 08/30/2021 11:40 514422:
,8/28/2021,,Debit,-8.7,,33991249,Disney Plus,Entertainment,,1145.4,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,8/27/2021,,Credit,1150,,33991248,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM,Deposits,ACH,1154.1,,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM
,8/26/2021,,Debit,-16.33,,33991204,Amazon Digital Services,Entertainment,Debit Card,4.1,,Debit Card purchase AMAZON DIGIT*2506B9ZK0 5818 AMZN.COM/BILL WA
,8/26/2021,,Debit,-10.88,,33991247,Spotify,Entertainment,,20.43,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,8/26/2021,,Debit,-40,,33991203,Online banking Withdrawal Transfer to LXX00 - Internet Access 08/25/2021 23:48 XX4673:,Transfers,Transfer,31.31,,Online banking Withdrawal Transfer to L0100 - Internet Access 08/25/2021 23:48 494673:
,8/25/2021,,Debit,-35.6,,33991202,Walmart,Shopping,Debit Card,71.31,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,8/25/2021,,Credit,100,,33991246,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,106.91,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,8/19/2021,,Debit,-10.67,,33991245,YouTube Music,Entertainment,Debit Card,6.91,,Debit Card purchase GOOGLE*YOUTUBE MUSIC 5815 650-2530000 CA
,8/19/2021,,Debit,-10.9,,33991244,Steamgames,Entertainment,Debit Card,17.58,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,8/13/2021,,Debit,-6.53,,33991201,Amazon Digital Services,Entertainment,Debit Card,28.48,,Debit Card purchase AMAZON DIGIT*2P4AS57K2 5818 AMZN.COM/BILL WA
,8/13/2021,,Debit,-2,,33991243,Cashier,Education,Debit Card,35.01,,Debit Card purchase NNMC - CASHIER 8220 505-7475050 NM
,8/12/2021,,Debit,-37.43,,33991242,Great Clips,Personal Care & Fitness,Debit Card,37.01,,Debit Card purchase 0646 GREAT CLIPS AT ESPAN 7230 ESPANOLA NM
,8/11/2021,,Debit,-100,,33991137,Online banking Withdrawal Transfer to LXX00 - Internet Access 08/11/2021 18:06 XX6814:,Transfers,Transfer,74.44,,Online banking Withdrawal Transfer to L0100 - Internet Access 08/11/2021 18:06 426814:
,8/11/2021,,Credit,160,,33991200,Anytime Fitness Deposit,Deposits,,174.44,,ATM Deposit CU ANYTIME 6011 1216 PASO DE ONATE ESPANOLA NM
,8/11/2021,,Debit,-17.4,,33991199,Harbor Freight Tools,Home Supplies,Debit Card,14.44,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,8/11/2021,,Debit,-10.61,,33991198,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,31.84,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,8/10/2021,,Credit,40,,33991197,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,42.45,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,8/8/2021,,Debit,-48.17,,33991196,Speedway,Gasoline/Fuel,Debit Card,2.45,,Debit Card purchase SPEEDWAY 09135 1313 PASEO 5542 ESPANOLA NM
,8/5/2021,,Debit,-50,,33991136,Online banking Withdrawal Transfer to LXX00 - Internet Access 08/05/2021 15:55 XX0420:,Transfers,Transfer,50.62,,Online banking Withdrawal Transfer to L0100 - Internet Access 08/05/2021 15:55 400420:
,8/5/2021,,Debit,-6.85,,33991195,Blake's Lotaburger,Restaurants & Dining,Debit Card,100.62,,Debit Card purchase BLAKE S LOTABURGER - 020 5814 ESPANOLA NM
,8/5/2021,,Credit,40,,33991194,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,107.47,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,8/4/2021,,Debit,-24.01,,33991193,Phillips 66,Gasoline/Fuel,Debit Card,67.47,,Debit Card purchase PHILLIPS 66 - MALHI C STO 5542 ESPANOLA NM
,8/4/2021,,Debit,-44.62,,33991192,Lowe's,Home Supplies,Debit Card,91.48,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,8/4/2021,,Credit,39.4,,33991191,Transfer from Venmo,Transfers,,136.1,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,8/3/2021,,Credit,40,,33991190,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,96.7,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,8/3/2021,,Credit,50,,33991189,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,56.7,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,8/1/2021,,Debit,-10.5,,33991188,Spotify,Entertainment,,6.7,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,7/31/2021,,Debit,-8.7,,33991187,Disney Plus,Entertainment,,17.2,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,7/31/2021,,Debit,-32.67,,33991135,Amazon Digital Services,Entertainment,Debit Card,25.9,,Debit Card purchase AMAZON DIGIT*2P3PK03R0 5818 AMZN.COM/BILL WA
,7/31/2021,,Debit,-16.06,,33991186,Steamgames,Entertainment,Debit Card,58.57,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,7/30/2021,,Debit,-125,,33991134,Online banking Withdrawal Transfer to LXX00 - Internet Access 07/29/2021 23:21 XX7083:,Transfers,Transfer,74.63,,Online banking Withdrawal Transfer to L0100 - Internet Access 07/29/2021 23:21 367083:
,7/30/2021,,Credit,198,,33991185,Transfer from Venmo,Transfers,,199.63,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,7/22/2021,,Debit,-14.15,,33991133,Amazon,Shopping,,1.63,,Bill payment Withdrawal AMAZON PRIME*2E6N90PS2 5968 AMZN.COM/BILL WA
,7/21/2021,,Debit,-2.89,,33991184,Speedway,Gasoline/Fuel,Debit Card,15.78,,Debit Card purchase SPEEDWAY 09135 1313 PASEO 5541 ESPANOLA NM
,7/19/2021,,Debit,-5.94,,33991132,Starbucks,Restaurants & Dining,Debit Card,18.67,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,7/19/2021,,Debit,-10.67,,33991131,YouTube Music,Entertainment,,24.61,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,7/14/2021,,Debit,-5.94,,33991130,Starbucks,Restaurants & Dining,Debit Card,35.28,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,7/14/2021,,Debit,-2.14,,33991183,Lowe's,Home Supplies,Debit Card,41.22,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,7/13/2021,,Debit,-6.53,,33991129,Amazon Digital Services,Entertainment,Debit Card,43.36,,Debit Card purchase AMAZON DIGIT*290Q91I30 5818 AMZN.COM/BILL WA
,7/10/2021,,Debit,-32.67,,33991128,Amazon Digital Services,Entertainment,Debit Card,49.89,,Debit Card purchase AMAZON DIGIT*298HE65D2 5818 AMZN.COM/BILL WA
,7/9/2021,,Credit,80,,33991182,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,82.56,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,7/9/2021,,Debit,-9.79,,33991181,Amazon Digital Services,Entertainment,Debit Card,2.56,,Debit Card purchase PRIME VIDEO*295VJ2Y81 5818 888-802-3080 WA
,7/8/2021,,Debit,-16.01,,33991127,Starbucks,Restaurants & Dining,Debit Card,12.35,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,7/8/2021,,Debit,-34.56,,33991180,Speedway,Gasoline/Fuel,Debit Card,28.36,,Debit Card purchase SPEEDWAY 09261 1616 N. RI 5542 ESPANOLA NM
,7/8/2021,,Debit,-21.22,,33991179,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,62.92,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,7/6/2021,,Credit,50,,33991178,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,84.14,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,7/4/2021,,Debit,-68.58,,33991177,Amazon,Shopping,,34.14,,Bill payment Withdrawal AMAZON.COM*297961070 4816 SEATTLE WA
,7/2/2021,,Credit,100,,33991176,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,102.72,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,7/2/2021,,Debit,-0.2,,33991175,Withdrawal XENOWARE XX3879 NY,Clothing,,2.72,,Bill payment Withdrawal XENOWARE 7311 844-6593879 NY
,7/1/2021,,Debit,-5.34,,33991126,Youtube Premium,Entertainment,,2.92,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,7/1/2021,,Debit,-15.76,,33991125,Shell,Gasoline/Fuel,Debit Card,8.26,,Debit Card purchase SHELL OIL 53028770062 5542 ESPANOLA NM
,6/30/2021,,Debit,-43.62,,33991174,Petsense,Pets,Debit Card,24.02,,Debit Card purchase PETSENSE #7034 5599 ESPANOLA NM
,6/30/2021,,Debit,-99,,33991173,NMSU CASHNET XX-2046 NM,Clothing,Debit Card,67.64,,Debit Card purchase NMSU CASHNET 8220 575-646-2046 NM
,6/30/2021,,Debit,-20.77,,33991124,McDonald's,Restaurants & Dining,Debit Card,166.64,,Debit Card purchase MCDONALD'S F36782 5814 ESPANOLA NM
,6/29/2021,,Debit,-7.68,,33991123,Starbucks,Restaurants & Dining,Debit Card,187.41,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,6/29/2021,,Debit,-12.29,,33991172,Lowe's,Home Supplies,Debit Card,195.09,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/29/2021,,Credit,120,,33991171,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,207.38,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/28/2021,,Debit,-40,,33991122,Online banking Withdrawal Transfer to LXX00 - Internet Access 06/28/2021 14:58 XX2163:,Transfers,Transfer,87.38,,Online banking Withdrawal Transfer to L0100 - Internet Access 06/28/2021 14:58 212163:
,6/28/2021,,Debit,-8.7,,33991170,Disney Plus,Entertainment,,127.38,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,6/28/2021,,Debit,-326,,33991121,Transfer to Venmo,Transfers,Debit Card,136.08,,Debit Card purchase VENMO* 4829 VISA DIRECT NY
,6/27/2021,,Debit,-13.37,,33991120,Sonic Drive-In,Restaurants & Dining,Debit Card,462.08,,Debit Card purchase SONIC DRIVE IN #1982 5814 ESPANOLA NM
,6/27/2021,,Debit,-15.76,,33991119,Amazon Digital Services,Entertainment,Debit Card,475.45,,Debit Card purchase AMAZON DIGIT*291CM3JN1 5818 AMZN.COM/BILL WA
,6/26/2021,,Debit,-28.37,,33991118,Walmart,Shopping,Debit Card,491.21,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,6/26/2021,,Credit,200,,33991169,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,519.58,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/26/2021,,Debit,-15.24,,33991168,Netflix,Entertainment,,319.58,,Bill payment Withdrawal NETFLIX COM 4899 LOS GATOS CA
,6/26/2021,,Debit,-10.5,,33991167,Spotify,Entertainment,,334.82,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,6/26/2021,,Credit,326.8,,33991166,Harbor Freight Tools,Home Supplies,Debit Card,345.32,,Debit Card purchase return Adjustment HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,6/25/2021,,Debit,-21.36,,33991117,Google Play,Online Services,,18.52,,Bill payment Withdrawal GOOGLE *PLAY CHARGE 5968 650-253-0000 CA
,6/25/2021,,Debit,-4.36,,33991165,Dollar Tree,Shopping,Debit Card,39.88,,Debit Card purchase DOLLARTREE 5331 ESPANOLA NM
,6/24/2021,,Credit,43,,33991164,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,44.24,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/19/2021,,Debit,-10.67,,33991116,YouTube Music,Entertainment,,1.24,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,6/16/2021,,Debit,-1.6,,33991163,Lowe's,Home Supplies,Debit Card,11.91,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/15/2021,,Debit,-17.23,,33991162,Amazon,Shopping,,13.51,,Bill payment Withdrawal AMAZON.COM*2X6S81RH0 5942 SEATTLE WA
,6/14/2021,,Debit,-13.34,,33991161,Lowe's,Home Supplies,Debit Card,30.74,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/14/2021,,Credit,20,,33991160,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,44.08,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,6/13/2021,,Debit,-71.4,,33991159,Lowe's,Home Supplies,Debit Card,24.08,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/13/2021,,Debit,-6.3,,33991115,Amazon Digital Services,Entertainment,Debit Card,95.48,,Debit Card purchase AMAZON DIGIT*2155I4NN1 5818 AMZN.COM/BILL WA
,6/12/2021,,Credit,100,,33991158,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,101.78,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/9/2021,,Debit,-7.6,,33991114,Walmart,Shopping,Debit Card,1.78,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,6/9/2021,,Debit,-9.45,,33991157,Amazon Digital Services,Entertainment,Debit Card,9.38,,Debit Card purchase PRIME VIDEO*2X2UT2KB1 5818 888-802-3080 WA
,6/9/2021,,Debit,-43.38,,33991156,AHH DENTAL PC 8021 SANTA FE NM,Healthcare & Pharmacy,Debit Card,18.83,,Debit Card purchase AHH DENTAL PC 8021 SANTA FE NM
,6/8/2021,,Debit,-3.76,,33991113,Starbucks,Restaurants & Dining,Debit Card,62.21,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,6/7/2021,,Debit,-49.16,,33991112,Walmart,Shopping,Debit Card,65.97,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,6/7/2021,,Credit,100,,33991155,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,115.13,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/7/2021,,Debit,-24.51,,33991154,CLYDES RV 5271 ESPANOLA NM,Restaurants & Dining,Debit Card,15.13,,Debit Card purchase CLYDES RV 5271 ESPANOLA NM
,6/5/2021,,Debit,-14.25,,33991111,Chevron,Gasoline/Fuel,Debit Card,39.64,,Debit Card purchase CHEVRON 0208520 5542 HERNANDEZ NM
,6/5/2021,,Debit,-13,,33991153,Champs Express Car Wash,Automotive Expenses,Debit Card,53.89,,Debit Card purchase CHAMPION XPRESS CAR WASH 7542 ESPANOLA NM
,6/5/2021,,Debit,-22.48,,33991152,Speedway,Gasoline/Fuel,Debit Card,66.89,,Debit Card purchase SPEEDWAY 09261 1616 N. RI 5542 ESPANOLA NM
,6/5/2021,,Debit,-23.57,,33991151,Speedway,Gasoline/Fuel,Debit Card,89.37,,Debit Card purchase SPEEDWAY 09135 1313 PASEO 5542 ESPANOLA NM
,6/4/2021,,Debit,-26.49,,33991110,Walmart,Shopping,Debit Card,112.94,,POS Card purchase WAL-MART SUPER CENTER 5411 2656 WAL-SAMS ESPANOLA NM
,6/4/2021,,Debit,-120.57,,33991109,Walmart,Shopping,Debit Card,139.43,,POS Card purchase WAL WAL-MART #2656 412028 5411 1610 N RIVERSIDE DR ESPANOLA NM
,6/4/2021,,Credit,260,,33991150,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,260,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,6/4/2021,,Debit,-25.23,,33991149,Lowe's,Home Supplies,Debit Card,0,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/4/2021,,Debit,-89.63,,33991148,Lowe's,Home Supplies,Debit Card,25.23,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,6/4/2021,,Credit,2.33,,33991108,Deposit Transfer from SXX00 - Overdraft Transfer,Deposits,Transfer,114.86,,Deposit Transfer from S0000 - Overdraft Transfer
,6/2/2021,,Debit,-7.94,,33991107,McDonald's,Restaurants & Dining,Debit Card,112.53,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,6/1/2021,,Credit,100,,33991147,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,120.47,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,5/31/2021,,Debit,-5.34,,33991106,Youtube Premium,Entertainment,,20.47,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,5/30/2021,,Debit,-23.02,,33991146,Steamgames,Entertainment,Debit Card,25.81,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,5/30/2021,,Debit,-16.32,,33991145,Lowe's,Home Supplies,Debit Card,48.83,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,5/29/2021,,Credit,64,,33991144,Anytime Fitness Deposit,Deposits,,65.15,,ATM Deposit CU ANYTIME 6011 1216 PASO DE ONATE ESPANOLA NM
,5/29/2021,,Debit,-50,,33991105,Online banking Withdrawal Transfer to LXX00 - Internet Access 05/29/2021 09:18 x1272:,Transfers,Transfer,1.15,,Online banking Withdrawal Transfer to L0100 - Internet Access 05/29/2021 09:18 71272:
